student_name,exam,first_time,prev_exam_result,challenges_faced,prep_level,school_support,teacher_impact,fail_reason,prep_strategy,subject_failed,student_category,subjects_taken,income_bracket,year,jamb_score
Student_504,JAMB,No,Good,Subject difficulty,3,Mock exams,Positive,Procrastination,Used additional resources,Maths,Science,['English' 'Biology' 'Physics' 'Maths'],100-300,2022,236
Student_505,JAMB and WAEC,Yes,nan,Time management,3,nan,Negative,Procrastination,I review my notes daily,Literature in English,Art,['English' 'Government' 'CRS' 'Literature in English'],100-300,2020,220
Student_506,WAEC,Yes,Bad,nan,5,Extra lesson,nan,Inadequate preparation,I review my notes daily,Biology,Science,['English' 'Physics' 'Maths' 'Biology'],100-300,2023,194
Student_507,WAEC,Yes,nan,Long waiting time,5,Accountability partners,Negative,Procrastination,I had many mock exams,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],300-500,2023,264
Student_508,WAEC,No,Good,Long waiting time,3,Accountability partners,Negative,Inadequate preparation,I study with a partner,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2020,233
Student_509,JAMB and WAEC,Yes,Bad,Anxiety,4,Moral Support,Positive,Lack of planning,I practice with past questions,Maths,Science,['English' 'Maths' 'Biology' 'Physics'],300-500,2023,231
Student_510,WAEC,Yes,Bad,Technical issues,4,Accountability partners,Positive,Inadequate preparation,I followed a routine,Literature in English,Art,['English' 'History' 'Government' 'Literature in English'],100-300,2022,189
Student_511,JAMB and WAEC,No,Good,Time management,5,Extra lesson,Positive,Lack of planning,I followed a routine,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Physics'],"1,000 Upwards ",2024,305
Student_512,WAEC,No,Average,Anxiety,1,Extra lesson,nan,nan,I followed a routine,CRS,Art,['English' 'CRS' 'Government' 'History'],0-100,2024,179
Student_513,JAMB and WAEC,No,Good,Anxiety,3,nan,Negative,Inadequate preparation,I attend extra classes,Chemistry,Science,['English' 'Chemistry' 'Physics' 'Maths'],100-300,2024,223
Student_514,WAEC,No,Bad,No guardian/supervisor, ,Mock exams,nan,Lack of planning,I focus on weak areas,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],"500-1,000",2023,275
Student_515,WAEC,Yes,Good,Long waiting time,5,Strict supervision,Positive & Negative,Procrastination,I had many mock exams,CRS,Art,['English' 'CRS' 'Government' 'Literature in English'],0-100,2023,242
Student_516,JAMB,No,Good,Long waiting time,4,Counseling,Negative,nan,I had many mock exams,Government,Art,['English' 'CRS' 'History' 'Government'],0-100,2024,169
Student_517,WAEC,Yes,nan,nan,5,nan,nan,External issues,I review my notes daily,Chemistry,Science,['English' 'Biology' 'Maths' 'Chemistry'],100-300,2020,264
Student_518,JAMB,Yes,Bad,Time management,4,Accountability partners,Negative,Poor Time management,Used additional resources,CRS,Art,['English' 'History' 'CRS' 'Government'],300-500,2022,215
Student_519,JAMB,Yes,nan,Lack of Finance,3,Strict supervision,nan,Inadequate preparation,I attend extra classes,Government,Art,['English' 'CRS' 'History' 'Government'],300-500,2020,263
Student_520,JAMB,Yes,nan,Time management,3,nan,Positive & Negative,Poor Time management,Used additional resources,Maths,Science,['English' 'Biology' 'Physics' 'Maths'],100-300,2024,222
Student_521,JAMB and WAEC,No,Good,Long waiting time,3,Moral Support,Positive,Procrastination,I had many mock exams,CRS,Art,['English' 'Government' 'Literature in English' 'CRS'],"500-1,000",2023,257
Student_522,JAMB and WAEC,Yes,Average,Time management,4,nan,Positive,Inadequate preparation,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],"500-1,000",2022,246
Student_523,JAMB,Yes,Average,Time management,3,nan,nan,Poor Time management,I focus on weak areas,Literature in English,Art,['English' 'History' 'Literature in English' 'CRS'],300-500,2024,246
Student_524,JAMB,No,Bad,Time management,5,Mock exams,Positive,Procrastination,I review my notes daily,Physics,Science,['English' 'Physics' 'Chemistry' 'Biology'],300-500,2022,202
Student_525,WAEC,Yes,Average,No guardian/supervisor,4,Extra lesson,nan,Inadequate preparation,I focus on weak areas,Physics,Science,['English' 'Maths' 'Physics' 'Biology'],300-500,2021,265
Student_526,WAEC,No,Average,Fear,3,Extra lesson,nan,Inadequate preparation,I study with a partner,Government,Art,['English' 'CRS' 'History' 'Government'],300-500,2023,222
Student_527,JAMB and WAEC,Yes,Good,Fear,5,Counseling,nan,Inadequate preparation,I attend extra classes,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],300-500,2021,243
Student_528,JAMB,Yes,Good,Fear,5,Mock exams,Negative,Procrastination,I attend extra classes,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2024,309
Student_529,JAMB and WAEC,Yes,nan,Time management,3,Mock exams,Positive & Negative,Inadequate preparation,I attend extra classes,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"1,000 Upwards ",2023,320
Student_530,JAMB,Yes,Bad,Anxiety,1,Extra lesson,nan,Poor Time management,I practice with past questions,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2021,217
Student_531,WAEC,Yes,Bad,Subject difficulty,4,nan,Negative,nan,I review my notes daily,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2023,222
Student_532,WAEC,Yes,Bad,Fear,3,nan,nan,nan,I followed a routine,Physics,Science,['English' 'Biology' 'Physics' 'Chemistry'],300-500,2022,224
Student_533,JAMB,Yes,Bad,Long waiting time,4,nan,nan,Inadequate preparation,I focus on weak areas,Government,Art,['English' 'Government' 'CRS' 'Literature in English'],"1,000 Upwards ",2022,248
Student_534,WAEC,No,Bad,Long waiting time, ,Mock exams,nan,Poor Time management,I had many mock exams,Biology,Science,['English' 'Chemistry' 'Biology' 'Physics'],"500-1,000",2020,277
Student_535,JAMB and WAEC,Yes,nan,Long waiting time, ,nan,Positive,Poor Time management,I followed a routine,Maths,Science,['English' 'Maths' 'Biology' 'Chemistry'],"1,000 Upwards ",2022,264
Student_536,JAMB,No,Average,Lack of time due to chores/work,4,Strict supervision,nan,nan,I followed a routine,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"500-1,000",2022,287
Student_537,JAMB,No,Bad,No guardian/supervisor,4,Strict supervision,nan,Poor Time management,I practice with past questions,History,Art,['English' 'CRS' 'History' 'Literature in English'],0-100,2021,200
Student_538,JAMB and WAEC,Yes,Good,Time management,5,Extra lesson,nan,Procrastination,I had many mock exams,Physics,Science,['English' 'Biology' 'Chemistry' 'Physics'],100-300,2024,239
Student_539,WAEC,Yes,Average,Time management,1,nan,nan,Lack of planning,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2023,219
Student_540,JAMB and WAEC,Yes,Bad,Anxiety,4,nan,nan,nan,I followed a routine,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2021,237
Student_541,WAEC,Yes,Bad,Time management,5,Strict supervision,Positive,nan,I put away other commitments,Physics,Science,['English' 'Chemistry' 'Physics' 'Maths'],0-100,2023,179
Student_542,JAMB,Yes,Average,Subject difficulty,2,Moral Support,Positive & Negative,nan,I review my notes daily,Literature in English,Art,['English' 'Government' 'Literature in English' 'History'],"500-1,000",2022,244
Student_543,JAMB and WAEC,Yes,Good,Long waiting time,3,nan,nan,Inadequate preparation,I review my notes daily,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],100-300,2023,196
Student_544,JAMB,Yes,Good,Fear,5,Moral Support,Positive,Poor Time management,I attend extra classes,CRS,Art,['English' 'History' 'CRS' 'Government'],100-300,2022,221
Student_545,WAEC,Yes,Bad,Fear,4,Extra lesson,nan,nan,I attend extra classes,Biology,Science,['English' 'Chemistry' 'Maths' 'Biology'],0-100,2020,238
Student_546,WAEC,Yes,Bad,Long waiting time,3,nan,Positive & Negative,Inadequate preparation,I attend extra classes,Maths,Science,['English' 'Physics' 'Maths' 'Chemistry'],300-500,2020,269
Student_547,JAMB and WAEC,Yes,nan,Anxiety, ,Accountability partners,nan,Poor Time management,Used additional resources,Physics,Science,['English' 'Biology' 'Physics' 'Chemistry'],"500-1,000",2021,283
Student_548,WAEC,Yes,Good,Other commitments,3,Extra lesson,Positive,Lack of planning,I focus on weak areas,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2021,217
Student_549,JAMB and WAEC,No,Average,Lack of Finance,4,Moral Support,Positive & Negative,Procrastination,I put away other commitments,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2023,195
Student_550,JAMB and WAEC,Yes,Good,Technical issues,3,Extra lesson,nan,External issues,I attend extra classes,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],"500-1,000",2020,254
Student_551,WAEC,Yes,Average,Time management,5,Extra lesson,nan,Inadequate preparation,I had many mock exams,Biology,Science,['English' 'Maths' 'Biology' 'Physics'],0-100,2022,222
Student_552,JAMB,No,Bad,Lack of Finance,3,Counseling,nan,Poor Time management,I focus on weak areas,CRS,Art,['English' 'CRS' 'History' 'Government'],0-100,2023,190
Student_553,WAEC,Yes,Good,Time management,2,nan,nan,Inadequate preparation,I followed a routine,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"500-1,000",2022,249
Student_554,JAMB and WAEC,Yes,nan,Time management,4,Mock exams,nan,Poor Time management,I focus on weak areas,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2024,260
Student_555,JAMB and WAEC,No,Good,Time management, ,nan,Positive & Negative,Inadequate preparation,I review my notes daily,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],0-100,2023,196
Student_556,JAMB and WAEC,No,Bad,Long waiting time,5,nan,nan,External issues,I attend extra classes,Biology,Science,['English' 'Chemistry' 'Physics' 'Biology'],"500-1,000",2024,287
Student_557,JAMB,Yes,Good,Subject difficulty,4,nan,nan,Poor Time management,I review my notes daily,Literature in English,Art,['English' 'Government' 'History' 'Literature in English'],300-500,2024,267
Student_558,WAEC,Yes,nan,Time management,5,Moral Support,nan,Lack of planning,I had many mock exams,Physics,Science,['English' 'Maths' 'Physics' 'Chemistry'],300-500,2021,218
Student_559,JAMB,Yes,nan,Time management,3,nan,Positive & Negative,Inadequate preparation,I followed a routine,History,Art,['English' 'Government' 'CRS' 'History'],0-100,2024,244
Student_560,JAMB,Yes,nan,Time management,2,Extra lesson,Positive & Negative,Inadequate preparation,I put away other commitments,Biology,Science,['English' 'Biology' 'Maths' 'Chemistry'],0-100,2022,159
Student_561,JAMB,No,Average,Time management,4,nan,Positive,Procrastination,I review my notes daily,Maths,Science,['English' 'Chemistry' 'Maths' 'Physics'],"1,000 Upwards ",2021,263
Student_562,JAMB and WAEC,Yes,Good,Fear,5,Strict supervision,Negative,Poor Time management,I attend extra classes,History,Art,['English' 'Government' 'CRS' 'History'],"1,000 Upwards ",2023,244
Student_563,JAMB,No,Average,Technical issues,3,nan,nan,Inadequate preparation,I had many mock exams,Physics,Science,['English' 'Chemistry' 'Biology' 'Physics'],0-100,2020,151
Student_564,JAMB and WAEC,No,Good,Other commitments,3,Strict supervision,nan,nan,I followed a routine,Physics,Science,['English' 'Physics' 'Biology' 'Chemistry'],0-100,2021,204
Student_565,JAMB,Yes,Good,Technical issues,1,Counseling,nan,Inadequate preparation,I review my notes daily,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],"500-1,000",2024,236
Student_566,WAEC,Yes,Bad,Time management,3,Strict supervision,nan,Procrastination,I review my notes daily,Physics,Science,['English' 'Physics' 'Biology' 'Maths'],300-500,2021,271
Student_567,JAMB and WAEC,Yes,Bad,No guardian/supervisor,2,nan,nan,External issues,I had many mock exams,Commerce,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2022,161
Student_568,JAMB and WAEC,Yes,nan,Anxiety,5,Accountability partners,Positive,Poor Time management,I followed a routine,Physics,Science,['English' 'Physics' 'Maths' 'Biology'],100-300,2023,250
Student_569,JAMB,Yes,Average,No guardian/supervisor,4,Counseling,nan,Procrastination,I review my notes daily,Maths,Science,['English' 'Biology' 'Chemistry' 'Maths'],300-500,2024,261
Student_570,WAEC,Yes,nan,Time management, ,nan,nan,nan,I attend extra classes,Physics,Science,['English' 'Biology' 'Maths' 'Physics'],0-100,2023,191
Student_571,WAEC,No,Bad,Lack of Finance,5,Mock exams,nan,Poor Time management,I had many mock exams,Literature in English,Art,['English' 'Government' 'Literature in English' 'History'],0-100,2023,240
Student_572,WAEC,No,Good,Long waiting time,4,Moral Support,nan,Poor Time management,I put away other commitments,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],300-500,2022,234
Student_573,JAMB,Yes,Good,Long waiting time,3,Extra lesson,Positive,Inadequate preparation,I attend extra classes,Government,Art,['English' 'CRS' 'Literature in English' 'Government'],100-300,2021,204
Student_574,WAEC,Yes,Bad,Fear, ,Counseling,nan,nan,I review my notes daily,Maths,Science,['English' 'Maths' 'Chemistry' 'Biology'],"1,000 Upwards ",2024,277
Student_575,JAMB,No,Good,Time management,5,Mock exams,Negative,Inadequate preparation,I followed a routine,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2023,231
Student_576,WAEC,Yes,nan,Subject difficulty,4,Mock exams,nan,Inadequate preparation,I study with a partner,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2021,150
Student_577,WAEC,Yes,Good,Anxiety,5,nan,nan,Poor Time management,I review my notes daily,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2024,244
Student_578,JAMB,Yes,Good,Fear,5,Counseling,Positive,Inadequate preparation,I had many mock exams,CRS,Art,['English' 'CRS' 'History' 'Government'],300-500,2023,208
Student_579,WAEC,Yes,Average,Subject difficulty, ,Mock exams,nan,nan,I followed a routine,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],"500-1,000",2023,297
Student_580,JAMB and WAEC,No,Bad,Technical issues,5,Counseling,Positive & Negative,nan,I focus on weak areas,Maths,Science,['English' 'Chemistry' 'Maths' 'Physics'],"1,000 Upwards ",2023,262
Student_581,WAEC,Yes,nan,nan,4,nan,nan,Procrastination,I had many mock exams,Government,Art,['English' 'Literature in English' 'History' 'Government'],"1,000 Upwards ",2023,250
Student_582,WAEC,Yes,Average,Long waiting time,4,nan,Positive,Procrastination,I focus on weak areas,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],300-500,2022,224
Student_583,JAMB and WAEC,Yes,Bad,Fear,3,nan,nan,Inadequate preparation,I review my notes daily,Physics,Science,['English' 'Physics' 'Maths' 'Chemistry'],"1,000 Upwards ",2024,320
Student_584,JAMB and WAEC,Yes,Average,Fear,5,Strict supervision,nan,Poor Time management,I review my notes daily,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2023,263
Student_585,JAMB and WAEC,No,Average,Lack of time due to chores/work,4,nan,Positive & Negative,Inadequate preparation,I focus on weak areas,Physics,Science,['English' 'Maths' 'Physics' 'Biology'],100-300,2020,255
Student_586,WAEC,No,Average,Anxiety,3,Counseling,Negative,nan,I had many mock exams,Chemistry,Science,['English' 'Physics' 'Chemistry' 'Maths'],0-100,2024,193
Student_587,JAMB,No,Bad,Technical issues, ,Counseling,Negative,Lack of planning,I practice with past questions,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],"500-1,000",2024,208
Student_588,JAMB and WAEC,No,Bad,Time management, ,Strict supervision,nan,External issues,I review my notes daily,CRS,Art,['English' 'Government' 'History' 'CRS'],100-300,2024,206
Student_589,JAMB,Yes,nan,Fear,3,nan,Negative,Inadequate preparation,I followed a routine,Physics,Science,['English' 'Chemistry' 'Physics' 'Biology'],0-100,2023,217
Student_590,JAMB,Yes,Good,Other commitments,2,Counseling,Positive,nan,I review my notes daily,Maths,Science,['English' 'Chemistry' 'Biology' 'Maths'],0-100,2020,210
Student_591,JAMB,Yes,Good,No guardian/supervisor, ,Strict supervision,Positive & Negative,Procrastination,I followed a routine,Physics,Science,['English' 'Physics' 'Biology' 'Maths'],"1,000 Upwards ",2020,258
Student_592,JAMB,Yes,Good,nan,5,Moral Support,nan,External issues,I attend extra classes,Chemistry,Science,['English' 'Maths' 'Biology' 'Chemistry'],300-500,2023,224
Student_593,JAMB,Yes,Average,No guardian/supervisor,4,Extra lesson,Negative,nan,I followed a routine,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2024,228
Student_594,WAEC,Yes,Bad,Lack of Finance,4,nan,Positive & Negative,Poor Time management,I followed a routine,Biology,Science,['English' 'Physics' 'Biology' 'Maths'],300-500,2020,242
Student_595,WAEC,No,nan,nan,3,Strict supervision,nan,Inadequate preparation,I followed a routine,Physics,Science,['English' 'Physics' 'Chemistry' 'Maths'],"500-1,000",2023,283
Student_596,JAMB,Yes,Good,Long waiting time,3,Strict supervision,nan,Procrastination,I review my notes daily,Literature in English,Art,['English' 'Government' 'CRS' 'Literature in English'],100-300,2023,197
Student_597,JAMB and WAEC,No,nan,Anxiety,5,Extra lesson,nan,Inadequate preparation,I had many mock exams,Maths,Science,['English' 'Biology' 'Physics' 'Maths'],300-500,2022,249
Student_598,JAMB and WAEC,No,nan,Time management,4,Strict supervision,Positive & Negative,External issues,I attend extra classes,History,Art,['English' 'Government' 'History' 'Literature in English'],100-300,2020,222
Student_599,JAMB,No,Average,Technical issues,3,Extra lesson,nan,Lack of planning,I followed a routine,CRS,Art,['English' 'CRS' 'Government' 'Literature in English'],0-100,2022,203
Student_600,JAMB and WAEC,Yes,Average,Lack of Finance, ,Moral Support,nan,Inadequate preparation,I had many mock exams,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],300-500,2024,233
Student_601,JAMB,Yes,Average,Anxiety,4,nan,Negative,nan,I had many mock exams,Biology,Science,['English' 'Biology' 'Chemistry' 'Maths'],0-100,2021,179
Student_602,JAMB,No,nan,Time management,5,Strict supervision,nan,Procrastination,I attend extra classes,History,Art,['English' 'Government' 'History' 'Literature in English'],"1,000 Upwards ",2023,262
Student_603,JAMB,No,Bad,Fear,3,nan,Positive & Negative,nan,I attend extra classes,Biology,Science,['English' 'Biology' 'Chemistry' 'Physics'],"500-1,000",2023,264
Student_604,JAMB and WAEC,Yes,Bad,Time management,3,Extra lesson,nan,Inadequate preparation,I followed a routine,CRS,Art,['English' 'Government' 'History' 'CRS'],0-100,2023,235
Student_605,JAMB and WAEC,Yes,Bad,Long waiting time,5,Accountability partners,Negative,Lack of planning,I had many mock exams,History,Art,['English' 'Literature in English' 'History' 'CRS'],0-100,2022,212
Student_606,WAEC,Yes,Bad,Anxiety,5,Mock exams,nan,Inadequate preparation,I review my notes daily,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2020,210
Student_607,WAEC,No,Average,Fear, ,Accountability partners,Positive,Procrastination,I followed a routine,Government,Art,['English' 'CRS' 'Literature in English' 'Government'],0-100,2023,246
Student_608,JAMB,Yes,nan,Fear,5,Counseling,Positive,Poor Time management,I focus on weak areas,Biology,Science,['English' 'Physics' 'Biology' 'Chemistry'],"1,000 Upwards ",2023,272
Student_609,JAMB,No,nan,Other commitments,3,Mock exams,nan,Poor Time management,I had many mock exams,Literature in English,Art,['English' 'Literature in English' 'CRS' 'Government'],300-500,2021,266
Student_1,JAMB and WAEC,No,Good,Time management,4,Mock exams,nan,nan,I followed a routine,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2023,168
Student_2,JAMB,Yes,nan,Long waiting time,3,nan,Positive,Procrastination,I had many mock exams,Commerce,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],300-500,2022,238
Student_3,WAEC,Yes,Good,Anxiety,5,Mock exams,Positive & Negative,Inadequate preparation,I focus on weak areas,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2024,202
Student_4,JAMB,Yes,Good,Fear,3,Moral Support,Negative,External issues,I had many mock exams,Physics,Science,['English' 'Physics' 'Biology' 'Chemistry'],300-500,2020,248
Student_610,WAEC,Yes,Bad,No guardian/supervisor,3,Strict supervision,nan,Lack of planning,I had many mock exams,Chemistry,Science,['English' 'Physics' 'Chemistry' 'Maths'],100-300,2022,206
Student_611,JAMB,Yes,Good,Fear,5,Mock exams,Positive,Lack of planning,I attend extra classes,History,Art,['English' 'CRS' 'History' 'Government'],100-300,2023,179
Student_612,WAEC,Yes,nan,Anxiety, ,nan,Negative,Lack of planning,I followed a routine,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],0-100,2024,206
Student_613,WAEC,Yes,Bad,Fear,4,nan,nan,Procrastination,I put away other commitments,CRS,Art,['English' 'Government' 'CRS' 'History'],0-100,2024,210
Student_614,JAMB and WAEC,Yes,Good,Long waiting time,4,Extra lesson,nan,Procrastination,I review my notes daily,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"1,000 Upwards ",2024,291
Student_615,JAMB,Yes,Good,Fear,2,nan,nan,nan,Used additional resources,Government,Art,['English' 'History' 'CRS' 'Government'],100-300,2024,219
Student_616,JAMB and WAEC,Yes,Good,Fear,3,Strict supervision,nan,Procrastination,I review my notes daily,Physics,Science,['English' 'Chemistry' 'Biology' 'Physics'],300-500,2022,203
Student_617,WAEC,No,nan,No guardian/supervisor,5,nan,Negative,Procrastination,I focus on weak areas,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2024,219
Student_618,JAMB,Yes,Good,Time management,3,Mock exams,Negative,Procrastination,Used additional resources,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2021,211
Student_619,JAMB,No,Bad,Time management,5,Mock exams,nan,Inadequate preparation,I put away other commitments,Chemistry,Science,['English' 'Maths' 'Chemistry' 'Physics'],"500-1,000",2022,214
Student_620,JAMB,Yes,nan,Other commitments,4,Mock exams,Positive & Negative,Poor Time management,I attend extra classes,Physics,Science,['English' 'Maths' 'Chemistry' 'Physics'],"500-1,000",2022,239
Student_621,JAMB,No,Good,Long waiting time,2,Moral Support,Positive & Negative,Procrastination,I attend extra classes,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2023,173
Student_622,JAMB and WAEC,No,Bad,Fear, ,Strict supervision,Positive & Negative,Procrastination,Used additional resources,Biology,Science,['English' 'Biology' 'Chemistry' 'Physics'],0-100,2020,171
Student_623,WAEC,No,Bad,Long waiting time,5,Mock exams,Positive,Procrastination,I put away other commitments,Physics,Science,['English' 'Biology' 'Maths' 'Physics'],300-500,2023,254
Student_624,JAMB,Yes,nan,Long waiting time,3,nan,Positive & Negative,nan,I practice with past questions,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],300-500,2021,269
Student_625,JAMB and WAEC,Yes,Bad,Subject difficulty,4,nan,nan,Inadequate preparation,I review my notes daily,Biology,Science,['English' 'Biology' 'Maths' 'Chemistry'],0-100,2023,178
Student_626,JAMB,Yes,Average,Time management,3,Mock exams,nan,Inadequate preparation,I put away other commitments,Biology,Science,['English' 'Chemistry' 'Biology' 'Maths'],100-300,2023,212
Student_627,WAEC,No,Bad,Technical issues, ,Strict supervision,nan,External issues,I study with a partner,Maths,Science,['English' 'Chemistry' 'Maths' 'Biology'],300-500,2023,252
Student_628,JAMB and WAEC,Yes,Bad,No guardian/supervisor,2,nan,Negative,Inadequate preparation,I followed a routine,Literature in English,Art,['English' 'CRS' 'Literature in English' 'Government'],0-100,2022,204
Student_629,WAEC,Yes,Bad,No guardian/supervisor,5,nan,nan,Inadequate preparation,I followed a routine,Government,Art,['English' 'Government' 'Literature in English' 'History'],"1,000 Upwards ",2023,273
Student_630,JAMB and WAEC,No,Average,Long waiting time,5,Strict supervision,Positive & Negative,Lack of planning,I study with a partner,Chemistry,Science,['English' 'Chemistry' 'Maths' 'Biology'],"500-1,000",2023,286
Student_631,JAMB,No,nan,Technical issues,2,Mock exams,nan,Procrastination,I followed a routine,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2022,179
Student_632,WAEC,No,Bad,Other commitments,5,Strict supervision,Negative,Inadequate preparation,I focus on weak areas,Chemistry,Science,['English' 'Maths' 'Chemistry' 'Physics'],"500-1,000",2023,299
Student_633,JAMB,Yes,Average,Time management, ,Moral Support,Negative,Poor Time management,I followed a routine,Literature in English,Art,['English' 'Literature in English' 'Government' 'CRS'],100-300,2022,205
Student_634,JAMB and WAEC,Yes,Good,Long waiting time,4,nan,Positive & Negative,Procrastination,I put away other commitments,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],"500-1,000",2023,274
Student_635,JAMB,Yes,Good,Long waiting time,4,Counseling,nan,Procrastination,Used additional resources,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],100-300,2024,200
Student_636,JAMB and WAEC,Yes,Average,Long waiting time,4,Accountability partners,Positive & Negative,Inadequate preparation,I review my notes daily,History,Art,['English' 'History' 'CRS' 'Government'],100-300,2023,258
Student_637,WAEC,Yes,Bad,Anxiety,3,Strict supervision,nan,Inadequate preparation,I had many mock exams,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2021,253
Student_638,JAMB,Yes,Average,Fear, ,nan,Positive & Negative,Inadequate preparation,I followed a routine,Biology,Science,['English' 'Maths' 'Chemistry' 'Biology'],100-300,2022,227
Student_639,JAMB,Yes,Good,Time management,4,Strict supervision,Positive,Procrastination,Used additional resources,Chemistry,Science,['English' 'Maths' 'Chemistry' 'Biology'],0-100,2023,170
Student_640,JAMB,Yes,Good,Long waiting time,3,Strict supervision,Negative,nan,I had many mock exams,Maths,Science,['English' 'Chemistry' 'Maths' 'Physics'],100-300,2023,194
Student_641,JAMB,No,Bad,Fear,5,Mock exams,Negative,Procrastination,I review my notes daily,Literature in English,Art,['English' 'History' 'Literature in English' 'Government'],0-100,2022,171
Student_642,WAEC,Yes,Good,No guardian/supervisor,4,Counseling,Negative,Procrastination,I had many mock exams,Maths,Science,['English' 'Maths' 'Physics' 'Biology'],"500-1,000",2024,264
Student_643,JAMB,No,Good,Fear,3,nan,nan,nan,I practice with past questions,Economics,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2020,191
Student_644,JAMB,No,nan,Long waiting time, ,Mock exams,nan,Inadequate preparation,I followed a routine,Chemistry,Science,['English' 'Chemistry' 'Maths' 'Biology'],100-300,2023,224
Student_645,JAMB and WAEC,Yes,Bad,Long waiting time,3,Extra lesson,nan,External issues,Used additional resources,Literature in English,Art,['English' 'History' 'Government' 'Literature in English'],"500-1,000",2023,220
Student_646,JAMB and WAEC,Yes,Good,nan,3,nan,Negative,Poor Time management,I focus on weak areas,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],0-100,2023,154
Student_647,JAMB,No,Bad,nan,2,Extra lesson,Positive,Inadequate preparation,I review my notes daily,CRS,Art,['English' 'CRS' 'Government' 'History'],100-300,2024,188
Student_648,JAMB and WAEC,Yes,nan,Long waiting time,4,Mock exams,Positive,Poor Time management,I review my notes daily,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2021,185
Student_649,JAMB,Yes,Average,Time management,2,nan,Positive & Negative,Inadequate preparation,I focus on weak areas,Maths,Science,['English' 'Physics' 'Maths' 'Biology'],0-100,2023,150
Student_650,JAMB,No,Average,Fear,5,nan,nan,Procrastination,I review my notes daily,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],100-300,2022,232
Student_651,JAMB,Yes,Good,Lack of Finance, ,nan,Positive & Negative,External issues,Used additional resources,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2024,227
